year_month,avg_rating,num_ratings,rating_std,median_rating,num_users,num_movies,date,trend,rating_change,rating_pct_change,year,month,quarter,day_of_week,day_of_year,week_of_year,is_month_start,is_month_end,avg_rating_lag_1,avg_rating_lag_2,avg_rating_lag_3,avg_rating_lag_6,avg_rating_lag_12,num_ratings_lag_1,num_ratings_lag_3,num_ratings_lag_6,avg_rating_rolling_mean_3,avg_rating_rolling_std_3,avg_rating_rolling_min_3,avg_rating_rolling_max_3,avg_rating_rolling_mean_6,avg_rating_rolling_std_6,avg_rating_rolling_min_6,avg_rating_rolling_max_6,avg_rating_rolling_mean_12,avg_rating_rolling_std_12,avg_rating_rolling_min_12,avg_rating_rolling_max_12,num_ratings_rolling_mean_3,num_ratings_rolling_std_3,num_ratings_rolling_min_3,num_ratings_rolling_max_3,num_ratings_rolling_mean_6,num_ratings_rolling_std_6,num_ratings_rolling_min_6,num_ratings_rolling_max_6,cumulative_ratings,cumulative_avg_rating
1999-03,3.5714285714285716,7,0.7867957924694432,4.0,1,7,1999-03-01,3.4022817460317465,0.10267857142857162,2.9601029601029616,1999,3,1,0,60,9,1,0,3.46875,3.5,3.7142857142857144,3.26890756302521,3.1052631578947367,32.0,7.0,119.0,3.5133928571428577,0.0526331523328194,3.46875,3.5714285714285716,3.709077380952381,0.24071429675356712,3.46875,4.0,3.6498624078096253,0.42035650045522804,2.893805309734513,4.3023255813953485,14.333333333333334,15.373136743471044,4.0,32.0,9.166666666666666,11.40906072673785,1.0,32.0,8506,3.5728897249000706
1999-05,3.1666666666666665,36,1.2071217242444348,3.0,1,36,1999-05-01,3.690476190476191,-0.4047619047619051,-11.33333333333334,1999,5,2,5,121,17,1,0,3.5714285714285716,3.46875,3.5,4.0,4.0,7.0,4.0,1.0,3.4022817460317465,0.2104081069631409,3.1666666666666665,3.5714285714285716,3.570188492063492,0.27696553405270297,3.1666666666666665,4.0,3.5804179633651816,0.4260502405978214,2.893805309734513,4.3023255813953485,25.0,15.716233645505614,7.0,36.0,15.0,14.83239697418213,4.0,36.0,8542,3.571177710138141
1999-06,4.333333333333333,3,0.5773502691896258,4.0,1,3,1999-06-01,3.6666666666666665,1.1666666666666665,36.8421052631579,1999,6,2,1,152,22,1,0,3.1666666666666665,3.5714285714285716,3.46875,4.0,3.953846153846154,36.0,32.0,4.0,3.690476190476191,0.592374062124987,3.1666666666666665,4.333333333333333,3.6257440476190474,0.390559376573932,3.1666666666666665,4.333333333333333,3.612041894989113,0.46827914624818323,2.893805309734513,4.333333333333333,15.333333333333334,18.009256878990293,3.0,36.0,14.833333333333334,14.98554859410872,3.0,36.0,8545,3.571445289643066
1999-07,3.5,4,0.5773502691896257,3.5,1,4,1999-07-01,3.611111111111111,-0.833333333333333,-19.23076923076923,1999,7,3,3,182,26,1,0,4.333333333333333,3.1666666666666665,3.5714285714285716,3.7142857142857144,3.125,3.0,7.0,7.0,3.6666666666666665,0.6009252125773314,3.1666666666666665,4.333333333333333,3.5900297619047614,0.3906410144109583,3.1666666666666665,4.333333333333333,3.643291894989113,0.4447434169044569,2.893805309734513,4.333333333333333,14.333333333333334,18.77054430040481,3.0,36.0,14.333333333333334,15.34492315609282,3.0,36.0,8549,3.5714118610363785
1999-08,3.0,3,1.0,3.0,1,3,1999-08-01,3.1666666666666665,-0.5,-14.28571428571429,1999,8,3,6,213,30,1,0,3.5,4.333333333333333,3.1666666666666665,3.5,4.3023255813953485,4.0,36.0,4.0,3.611111111111111,0.6735753140545633,3.0,4.333333333333333,3.5066964285714284,0.4607309639992103,3.0,4.333333333333333,3.534764763206167,0.42788328676515397,2.893805309734513,4.333333333333333,3.3333333333333335,0.5773502693020109,3.0,4.0,14.166666666666666,15.484400752576562,3.0,36.0,8552,3.5712114125350793
1999-09,3.0,1,,3.0,1,1,1999-09-01,3.230690010298661,0.0,0.0,1999,9,3,2,244,35,1,0,3.0,3.5,4.333333333333333,3.46875,2.893805309734513,3.0,3.0,32.0,3.1666666666666665,0.28867513459481314,3.0,3.5,3.4285714285714284,0.5059733889195998,3.0,4.333333333333333,3.5436143207282913,0.41430442616891344,3.0,4.333333333333333,2.6666666666666665,1.5275252316944956,1.0,4.0,9.0,13.37161172034715,1.0,36.0,8553,3.5711446276160412
1999-10,3.6920700308959837,971,1.1392387308252234,4.0,13,571,1999-10-01,3.5397809193895706,0.6920700308959837,23.069001029866133,1999,10,4,4,274,39,1,0,3.0,3.0,3.5,3.5714285714285716,3.26890756302521,1.0,4.0,7.0,3.230690010298661,0.399566818635869,3.0,3.6920700308959837,3.448678338482664,0.5151005677881824,3.0,4.333333333333333,3.5788778597175224,0.40673677236622013,3.0,4.333333333333333,325.0,559.4533045751003,1.0,971.0,169.66666666666666,392.79799727934767,1.0,971.0,9524,3.5834733305333892
1999-11,3.9272727272727272,660,0.9750367417761708,4.0,10,532,1999-11-01,3.8030121171611584,0.23520269637674351,6.370483073411948,1999,11,4,0,305,44,1,0,3.6920700308959837,3.0,3.0,3.1666666666666665,4.0,971.0,3.0,36.0,3.5397809193895706,0.4820297270900522,3.0,3.9272727272727272,3.5754460152503404,0.5253084269990297,3.0,4.333333333333333,3.5728172536569165,0.4003835862243567,3.0,4.333333333333333,544.0,495.2948616733268,1.0,971.0,273.6666666666667,431.07199708014724,1.0,971.0,10184,3.605754124116261
1999-12,3.7896935933147633,718,1.1887687643781388,4.0,11,482,1999-12-01,3.779953981161038,-0.13757913395796395,-3.5031723924481617,1999,12,4,2,335,48,1,0,3.9272727272727272,3.6920700308959837,3.0,4.333333333333333,4.0,660.0,1.0,3.0,3.8030121171611584,0.11816562276655684,3.6920700308959837,3.9272727272727272,3.4848393919139125,0.40049873758149057,3.0,3.9272727272727272,3.55529171976648,0.38426336768243086,3.0,4.333333333333333,783.0,165.37533068749948,660.0,971.0,392.8333333333333,440.01882535485515,1.0,971.0,10902,3.6178682810493488
2000-01,3.622895622895623,297,1.0229863373970578,4.0,8,271,2000-01-01,3.6688828740503268,-0.16679797041914046,-4.401357690589592,2000,1,1,5,1,52,1,0,3.7896935933147633,3.9272727272727272,3.6920700308959837,3.5,3.7142857142857144,718.0,971.0,4.0,3.779953981161038,0.1524221127360684,3.622895622895623,3.9272727272727272,3.5053219957298496,0.40455127006170427,3.0,3.9272727272727272,3.5476758788173055,0.3817229931143344,3.0,4.333333333333333,558.3333333333334,228.17171896037695,297.0,718.0,441.6666666666667,402.9310941918811,1.0,971.0,11199,3.6180016072863648
2000-02,3.594059405940594,303,0.9884587422856711,4.0,5,274,2000-02-01,3.6765117533005625,-0.028836216955028693,-0.7959439066583252,2000,2,1,1,32,5,1,0,3.622895622895623,3.7896935933147633,3.9272727272727272,3.0,3.5,297.0,660.0,3.0,3.6688828740503268,0.1056139397473765,3.594059405940594,3.7896935933147633,3.6043318967199482,0.32000465502263753,3.0,3.9272727272727272,3.555514162645689,0.38162071318388313,3.0,4.333333333333333,439.3333333333333,241.35105828094746,297.0,718.0,491.6666666666667,353.1479387829788,1.0,971.0,11502,3.6173708920187795
2000-03,3.8125802310654686,779,1.0723426015910635,4.0,7,646,2000-03-01,3.39117355531499,0.21852082512487447,6.08005601587116,2000,3,1,2,61,9,1,0,3.594059405940594,3.622895622895623,3.7896935933147633,3.0,3.46875,303.0,718.0,1.0,3.6765117533005625,0.11871754222950284,3.594059405940594,3.8125802310654686,3.73976193523086,0.12658392596134566,3.594059405940594,3.9272727272727272,3.5841666819011446,0.3873782972915748,3.0,4.333333333333333,459.6666666666667,276.5670503392139,297.0,779.0,621.3333333333334,269.99753085290723,297.0,971.0,12281,3.6297532774204053
2000-04,2.766881028938907,622,0.8747649780492378,3.0,5,617,2000-04-01,3.4861473839080404,-1.0456992021265616,-27.427598601232038,2000,4,2,5,92,13,1,0,3.8125802310654686,3.594059405940594,3.622895622895623,3.6920700308959837,3.5714285714285716,779.0,297.0,971.0,3.39117355531499,0.551582910014522,2.766881028938907,3.8125802310654686,3.585563768238014,0.4199232652339188,2.766881028938907,3.9272727272727272,3.517121053360339,0.45372534551001764,2.766881028938907,4.333333333333333,568.0,242.55102555957149,303.0,779.0,563.1666666666666,210.67834883221053,297.0,779.0,12903,3.5881577927613733
2000-05,3.878980891719745,157,1.1342585880231753,4.0,5,141,2000-05-01,3.377999171292997,1.112099862780838,40.19326639451955,2000,5,2,0,122,18,1,0,2.766881028938907,3.8125802310654686,3.594059405940594,3.9272727272727272,3.1666666666666665,622.0,303.0,660.0,3.4861473839080404,0.6237870862536099,2.766881028938907,3.878980891719745,3.5775151289791833,0.41246033882732874,2.766881028938907,3.878980891719745,3.5764805721147623,0.450290332260866,2.766881028938907,4.333333333333333,519.3333333333334,323.4599408479097,157.0,779.0,479.3333333333333,258.9800507117615,157.0,779.0,13060,3.5916539050535987
2000-06,3.488135593220339,1180,1.0092170221088401,4.0,7,1070,2000-06-01,3.7128747826766055,-0.3908452984994062,-10.075978959672705,2000,6,2,3,153,22,1,0,3.878980891719745,2.766881028938907,3.8125802310654686,3.7896935933147633,4.333333333333333,157.0,779.0,718.0,3.377999171292997,0.5641711174595061,2.766881028938907,3.878980891719745,3.527255462296779,0.3996074202620061,2.766881028938907,3.878980891719745,3.506047427105346,0.3820785277143813,2.766881028938907,3.9272727272727272,653.0,512.2040608976073,157.0,1180.0,556.3333333333334,383.07997424384706,157.0,1180.0,14240,3.5830758426966294
